epoch,accuracy,loss,val_accuracy,val_loss
0,0.6667903661727905,0.3594021201133728,0.7535189986228943,0.3358630836009979
1,0.7399383187294006,0.3392306864261627,0.7791651487350464,0.32859453558921814
2,0.7551897764205933,0.33501049876213074,0.7773669958114624,0.32679691910743713
3,0.7640055418014526,0.3328905701637268,0.7802358865737915,0.32588809728622437
4,0.7712182402610779,0.3315415382385254,0.7837457656860352,0.3250355124473572
5,0.774827241897583,0.3306119441986084,0.7878636717796326,0.32451361417770386
6,0.7775475382804871,0.32985544204711914,0.7924442887306213,0.3241378664970398
7,0.779181182384491,0.3292165696620941,0.7890065312385559,0.32404541969299316
8,0.7813048362731934,0.3287339210510254,0.7922778725624084,0.3236296772956848
9,0.7820587754249573,0.32833853363990784,0.7909383773803711,0.32356756925582886
10,0.782685399055481,0.32801318168640137,0.7832765579223633,0.3234691917896271
11,0.7839852571487427,0.32767587900161743,0.7914810180664062,0.32307541370391846
12,0.7850673198699951,0.32740458846092224,0.7913040518760681,0.32298344373703003
13,0.7855973839759827,0.3271765410900116,0.7875229120254517,0.32296550273895264
14,0.785615861415863,0.32700034976005554,0.7914783954620361,0.32328590750694275
15,0.7866033315658569,0.32678788900375366,0.7914403676986694,0.32337453961372375
16,0.7874991297721863,0.3266383409500122,0.7931048274040222,0.3233935534954071
17,0.7878584265708923,0.3264675438404083,0.7916133403778076,0.32333245873451233
18,0.7886766791343689,0.3263132572174072,0.7923237085342407,0.3232199251651764
19,0.7888966202735901,0.3262147903442383,0.7917038202285767,0.3234735131263733
20,0.7889403700828552,0.3261076807975769,0.7955255508422852,0.32333099842071533
21,0.7889444828033447,0.32599949836730957,0.7916920185089111,0.3234986662864685
22,0.7900545001029968,0.3258748948574066,0.7960707545280457,0.3228791356086731
23,0.7911404967308044,0.3258242607116699,0.7977588176727295,0.32293999195098877
24,0.7900600433349609,0.32575923204421997,0.7998204231262207,0.3228902220726013
25,0.7912160158157349,0.3256464898586273,0.7969947457313538,0.3227158188819885
26,0.7914127111434937,0.32558706402778625,0.7973223924636841,0.3225645422935486
27,0.7916889190673828,0.32551488280296326,0.7959816455841064,0.3230845332145691
28,0.7923673391342163,0.3254290223121643,0.796273946762085,0.3231034576892853
29,0.7928868532180786,0.3253728747367859,0.8002725839614868,0.32337114214897156
30,0.7934880256652832,0.32535266876220703,0.7964102029800415,0.32336267828941345
31,0.7937249541282654,0.3253045082092285,0.7968846559524536,0.32317274808883667
32,0.7945973873138428,0.3251696527004242,0.8021048307418823,0.3235456943511963
33,0.7936558127403259,0.3251231014728546,0.8039449453353882,0.3235437273979187
34,0.7943449020385742,0.32508301734924316,0.8016684055328369,0.3234671652317047
35,0.7936482429504395,0.3250584602355957,0.8020734190940857,0.3234221935272217
36,0.7944444417953491,0.32492610812187195,0.8006566166877747,0.32356008887290955
37,0.7943233251571655,0.3248837888240814,0.7983971238136292,0.32339197397232056
38,0.7949109077453613,0.3248608112335205,0.8046330213546753,0.32303720712661743
39,0.7954809069633484,0.3247949779033661,0.80569988489151,0.32353752851486206
40,0.7961992621421814,0.32473379373550415,0.804243803024292,0.3234049677848816
41,0.7959495782852173,0.32475095987319946,0.8077811002731323,0.32297271490097046
42,0.7958933115005493,0.3246705234050751,0.8056198954582214,0.32350558042526245
43,0.7961400747299194,0.32460615038871765,0.8041206002235413,0.3236791491508484
44,0.7964174747467041,0.3245704770088196,0.8059777021408081,0.3233793079853058
45,0.7959667444229126,0.3245176076889038,0.8103119134902954,0.3234507143497467
46,0.7958680987358093,0.32447537779808044,0.8092254400253296,0.32352110743522644
47,0.7964823842048645,0.3244439363479614,0.8052856922149658,0.3236389756202698
48,0.7964189648628235,0.32441481947898865,0.8092620968818665,0.32372933626174927
49,0.7955931425094604,0.32438233494758606,0.811138927936554,0.3235343396663666
50,0.795699417591095,0.32432520389556885,0.8088820576667786,0.3235827386379242
51,0.7962696552276611,0.32429981231689453,0.8062096834182739,0.32363012433052063
52,0.795260488986969,0.32423239946365356,0.8049017190933228,0.3238792419433594
53,0.795000433921814,0.3242335617542267,0.804604172706604,0.3238624334335327
54,0.795807421207428,0.3241867423057556,0.8070511221885681,0.32323816418647766
55,0.7959288358688354,0.32412418723106384,0.8062686920166016,0.3235851228237152
56,0.7953640222549438,0.32414525747299194,0.80902099609375,0.3232404589653015
57,0.7963103652000427,0.32407480478286743,0.8052241206169128,0.3237457275390625
58,0.7960214018821716,0.3240518271923065,0.8039147853851318,0.32369548082351685
59,0.7956634163856506,0.3240358233451843,0.8068388104438782,0.32350966334342957
60,0.7963663339614868,0.32398414611816406,0.8052359223365784,0.3232901096343994
61,0.7959489822387695,0.3239782452583313,0.8030498027801514,0.32356566190719604
62,0.7958531975746155,0.3239278495311737,0.8033682703971863,0.32330915331840515
63,0.7949123978614807,0.32394883036613464,0.802996039390564,0.3233749568462372
64,0.7956912517547607,0.3239213824272156,0.801007866859436,0.3236999213695526
